grid_y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255
29,327.870167,327.868544,327.868544,327.870167,327.873671,327.878769,327.884679,327.891404,327.899276,327.908298,327.918140,327.928807,327.940610,327.953551,327.967323,327.981928,327.997627,328.014400,328.031950,328.050296,328.069623,328.089931,328.111034,328.132943,328.155824,328.179694,328.204420,328.229995,328.256632,328.284342,328.312938,328.342418,328.372977,328.404604,328.437074,328.470376,328.504661,328.539864,328.575714,328.612201,328.648974,328.685668,328.721964,328.757871,328.792820,328.826615,328.859464,328.891378,328.921898,328.951079,328.979495,329.007198,329.033494,329.058413,329.082727,329.106523,329.128768,329.149524,329.169952,329.190075,329.208812,329.226226,329.243516,329.260683,329.276587,329.291207,329.305653,329.319948,329.332925,329.344634,329.356338,329.368033,329.378622,329.388152,329.397808,329.407585,329.416397,329.424247,329.432220,329.440331,329.447278,329.452968,329.458541,329.464011,329.468097,329.470861,329.473714,329.476684,329.478385,329.478855,329.479553,329.480498,329.480129,329.478392,329.476760,329.475228,329.472201,329.467641,329.463069,329.458464,329.452305,329.444566,329.436711,329.428679,329.419288,329.408558,329.397688,329.386640,329.374311,329.360622,329.346519,329.331987,329.315996,329.298528,329.280561,329.262059,329.242188,329.220947,329.199157,329.176802,329.153080,329.127956,329.102166,329.075702,329.047744,329.018254,328.987990,328.956981,328.924345,328.890123,328.855278,328.819841,328.782845,328.744344,328.705398,328.665987,328.625193,328.582992,328.540229,328.496811,328.452496,328.407414,328.362018,328.316247,328.270609,328.225422,328.180757,328.136634,328.093397,328.051070,328.009361,327.968282,327.928078,327.888735,327.849988,327.811861,327.774443,327.737702,327.701491,327.665833,327.630681,327.596012,327.561828,327.528134,327.494783,327.461718,327.428973,327.396532,327.364251,327.332057,327.299958,327.267943,327.235924,327.203884,327.171869,327.139872,327.107857,327.075828,327.043828,327.011856,326.979872,326.947872,326.915881,326.883918,326.851859,326.819704,326.787586,326.755517,326.723272,326.690830,326.658384,326.625944,326.593302,326.560500,326.527818,326.495225,326.462814,326.430702,326.398998,326.367657,326.336972,326.306957,326.277327,326.248073,326.219549,326.191756,326.164342,326.137301,326.111002,326.085433,326.060196,326.035278,326.011129,325.987761,325.964741,325.942057,325.920198,325.899155,325.878422,325.857990,325.838384,325.819599,325.801096,325.782869,325.765469,325.748893,325.732590,325.716560,325.701351,325.686963,325.672842,325.658988,325.645951,325.633729,325.621771,325.610079,325.599199,325.589129,325.579326,325.569791,325.561065,325.553148,325.545504,325.538135,325.531573,325.525820,325.520347,325.515156,325.510773,325.507197,325.503908,325.500906,325.498955,325.498214,325.498214,325.498955
30,327.872344,327.870710,327.870710,327.872344,327.875865,327.880985,327.886926,327.893688,327.901603,327.910671,327.920563,327.931285,327.943147,327.956148,327.969983,327.984657,328.000428,328.017279,328.034922,328.053374,328.072815,328.093242,328.114474,328.136520,328.159543,328.183559,328.208435,328.234166,328.260962,328.288837,328.317608,328.347275,328.378027,328.409853,328.442533,328.476056,328.510563,328.545975,328.581999,328.618625,328.655510,328.692271,328.728535,328.764312,328.799091,328.832713,328.865408,328.897187,328.927578,328.956629,328.984905,329.012460,329.038605,329.063378,329.087563,329.111247,329.133389,329.154056,329.174423,329.194512,329.213228,329.230627,329.247911,329.265080,329.280996,329.295655,329.310196,329.324644,329.337804,329.349723,329.361683,329.373680,329.384593,329.394464,329.404486,329.414653,329.423873,329.432154,329.440611,329.449255,329.456755,329.462990,329.469074,329.475025,329.479568,329.482752,329.485947,329.489183,329.491113,329.491791,329.492670,329.493769,329.493534,329.491905,329.490323,329.488786,329.485724,329.481105,329.476434,329.471693,329.465375,329.457459,329.449395,329.441123,329.431480,329.420498,329.409391,329.398118,329.385573,329.371676,329.357383,329.342678,329.326524,329.308898,329.290783,329.272141,329.252137,329.230774,329.208884,329.186452,329.162661,329.137463,329.111583,329.085013,329.056941,329.027334,328.996950,328.965815,328.933054,328.898706,328.863737,328.828177,328.791060,328.752441,328.713388,328.673879,328.632996,328.590717,328.547906,328.504468,328.460158,328.415125,328.369876,328.324349,328.278997,328.234105,328.189731,328.145894,328.102936,328.060873,328.019395,327.978514,327.938490,327.899310,327.860699,327.822680,327.785356,327.748697,327.712549,327.676935,327.641814,327.607158,327.572953,327.539201,327.505775,327.472626,327.439784,327.407234,327.374839,327.342542,327.310363,327.278292,327.246229,327.214149,327.182103,327.150080,327.118042,327.085991,327.053970,327.021975,326.989969,326.957946,326.925933,326.893949,326.861867,326.829687,326.797535,326.765425,326.733137,326.700651,326.668163,326.635682,326.603000,326.570150,326.537404,326.504733,326.472235,326.440026,326.408206,326.376732,326.345908,326.315757,326.286006,326.256645,326.228020,326.200129,326.172619,326.145484,326.119095,326.093442,326.068135,326.043163,326.018967,325.995552,325.972486,325.949757,325.927853,325.906765,325.885986,325.865507,325.845856,325.827025,325.808478,325.790210,325.772769,325.756153,325.739810,325.723739,325.708491,325.694064,325.679905,325.666014,325.652940,325.640681,325.628688,325.616960,325.606044,325.595940,325.586103,325.576535,325.567775,325.559826,325.552152,325.544754,325.538165,325.532385,325.526889,325.521677,325.517274,325.513680,325.510376,325.507363,325.505402,325.504654,325.504654,325.505402
31,327.874024,327.871260,327.871260,327.874024,327.877809,327.882391,327.888359,327.895712,327.903668,327.912227,327.922165,327.933486,327.945404,327.957919,327.971815,327.987092,328.002949,328.019374,328.037095,328.056116,328.075670,328.095752,328.117105,328.139729,328.162880,328.186571,328.211604,328.237978,328.264921,328.292444,328.321393,328.351765,328.382722,328.414253,328.447154,328.481423,328.516221,328.551484,328.587693,328.624847,328.662175,328.699370,328.735594,328.770849,328.805595,328.839724,328.872255,328.903188,328.933411,328.962951,328.991038,329.017684,329.043634,329.068912,329.092888,329.115581,329.137558,329.158864,329.179150,329.198420,329.217070,329.235139,329.252413,329.268894,329.284823,329.300202,329.314816,329.328670,329.341971,329.354752,329.366973,329.378633,329.389839,329.400620,329.411012,329.421014,329.430631,329.439873,329.448800,329.457415,329.465567,329.473149,329.479732,329.485317,329.490271,329.494622,329.498135,329.500815,329.502925,329.504510,329.505554,329.506060,329.506012,329.505358,329.503830,329.501427,329.498360,329.494607,329.489855,329.484101,329.477648,329.470485,329.462267,329.452982,329.443068,329.432565,329.421254,329.409130,329.396433,329.383109,329.368640,329.353022,329.336729,329.319745,329.301517,329.282037,329.261902,329.241119,329.219145,329.195977,329.172156,329.147640,329.121675,329.094259,329.066105,329.037185,329.006654,328.974518,328.941586,328.907889,328.872766,328.836225,328.798941,328.760959,328.721818,328.681516,328.640564,328.598957,328.556182,328.512217,328.467800,328.423064,328.378018,328.332647,328.287330,328.242274,328.198175,328.155035,328.112342,328.070102,328.028843,327.988568,327.948731,327.909324,327.870829,327.833251,327.796045,327.759183,327.723079,327.687737,327.652672,327.617857,327.583626,327.549980,327.516526,327.483228,327.450304,327.417751,327.385299,327.352909,327.320662,327.288554,327.256467,327.224380,327.192309,327.160251,327.128191,327.096129,327.064087,327.032065,327.000041,326.968010,326.935958,326.903889,326.871784,326.839637,326.807439,326.775193,326.742876,326.710472,326.677933,326.645262,326.612505,326.579689,326.546907,326.514151,326.481476,326.448973,326.417078,326.385781,326.354801,326.324164,326.294301,326.265208,326.236484,326.208126,326.180528,326.153687,326.127216,326.101111,326.075745,326.051118,326.026869,326.003003,325.979902,325.957564,325.935622,325.914073,325.893256,325.873170,325.853477,325.834176,325.815589,325.797716,325.780236,325.763146,325.746763,325.731088,325.715802,325.700904,325.686707,325.673210,325.660100,325.647375,325.635345,325.624010,325.613059,325.602491,325.592619,325.583441,325.574646,325.566237,325.558530,325.551527,325.544908,325.538675,325.533153,325.528343,325.523919,325.519881,325.516561,325.513959,325.511849,325.510358,325.510358,325.511849
32,327.876198,327.873425,327.873425,327.876198,327.879998,327.884600,327.890593,327.897979,327.905971,327.914570,327.924553,327.935921,327.947893,327.960467,327.974421,327.989756,328.005678,328.022175,328.039968,328.059056,328.078706,328.098914,328.120384,328.143114,328.166405,328.190265,328.215456,328.241980,328.269083,328.296781,328.325906,328.356458,328.387608,328.419348,328.452473,328.486986,328.521997,328.557436,328.593832,328.631191,328.668597,328.705739,328.741918,328.777137,328.811748,328.845661,328.878025,328.908835,328.938915,328.968273,328.996158,329.022556,329.048319,329.073458,329.097197,329.119525,329.141347,329.162704,329.182897,329.201932,329.220545,329.238766,329.256032,329.272341,329.288297,329.303904,329.318584,329.332332,329.345796,329.359011,329.371492,329.383245,329.394769,329.406090,329.416850,329.427058,329.437062,329.446885,329.456267,329.465228,329.473835,329.481984,329.489045,329.495042,329.500381,329.505091,329.508905,329.511831,329.514155,329.515931,329.517132,329.517758,329.517825,329.517276,329.515802,329.513405,329.510318,329.506525,329.501701,329.495843,329.489277,329.481997,329.473649,329.464234,329.454147,329.443435,329.431940,329.419657,329.406772,329.393233,329.378596,329.362855,329.346428,329.329299,329.310974,329.291452,329.271227,329.250310,329.228262,329.205077,329.181194,329.156567,329.130524,329.103057,329.074808,329.045740,329.015058,328.982749,328.949674,328.915855,328.880567,328.843810,328.806384,328.768341,328.729114,328.688719,328.647712,328.606110,328.563404,328.519598,328.475311,328.430685,328.385869,328.340855,328.295819,328.250953,328.207126,328.164327,328.121898,328.079834,328.038791,327.998764,327.959101,327.919786,327.881401,327.843941,327.806816,327.769999,327.733931,327.698610,327.663557,327.628740,327.594483,327.560785,327.527269,327.493903,327.460903,327.428270,327.395730,327.363251,327.330938,327.298793,327.266654,327.234504,327.202409,327.170373,327.138289,327.106159,327.074097,327.042105,327.010050,326.977924,326.945827,326.913756,326.881617,326.849399,326.817153,326.784873,326.752516,326.720063,326.687474,326.654740,326.621956,326.589145,326.556341,326.523538,326.490833,326.458311,326.426359,326.394973,326.363897,326.333164,326.303193,326.273981,326.245160,326.216728,326.189044,326.162108,326.135563,326.109407,326.083988,326.059305,326.035016,326.011124,325.987993,325.965622,325.943649,325.922068,325.901218,325.881095,325.861367,325.842029,325.823405,325.805494,325.787973,325.770843,325.754421,325.738707,325.723382,325.708445,325.694210,325.680676,325.667529,325.654767,325.642700,325.631328,325.620340,325.609736,325.599827,325.590613,325.581782,325.573337,325.565597,325.558563,325.551913,325.545651,325.540103,325.535270,325.530824,325.526766,325.523429,325.520813,325.518695,325.517198,325.517198,325.518695
33,327.878861,327.877197,327.877197,327.878861,327.882426,327.887603,327.893622,327.900484,327.908509,327.917696,327.927723,327.938591,327.950615,327.963793,327.977804,327.992651,328.008616,328.025685,328.043547,328.062203,328.081936,328.102743,328.124327,328.146691,328.170130,328.194657,328.220002,328.246177,328.273451,328.301849,328.331146,328.361352,328.392680,328.425126,328.458471,328.492729,328.527878,328.563816,328.600388,328.637623,328.674746,328.711354,328.747483,328.783145,328.817504,328.850465,328.882674,328.914102,328.944082,328.972606,329.000311,329.027127,329.052733,329.077135,329.100647,329.123218,329.144898,329.165753,329.185843,329.205191,329.223796,329.241692,329.258953,329.275569,329.291569,329.306959,329.321712,329.335803,329.349453,329.362711,329.375444,329.387676,329.399543,329.411073,329.422190,329.432927,329.443299,329.453344,329.463143,329.472789,329.481645,329.489593,329.497085,329.504237,329.509933,329.514216,329.518312,329.522262,329.524830,329.526093,329.527445,329.528893,329.529008,329.527711,329.526288,329.524747,329.521622,329.516896,329.512005,329.506940,329.500277,329.492008,329.483542,329.474869,329.464695,329.453078,329.441408,329.429669,329.416554,329.402003,329.387205,329.372143,329.355584,329.337505,329.319091,329.300333,329.280060,329.258277,329.236169,329.213703,329.189739,329.164203,329.138097,329.111384,329.083035,329.052996,329.022181,328.990535,328.957354,328.922663,328.887207,328.850984,328.813428,328.774622,328.735287,328.695488,328.654416,328.612114,328.569477,328.526531,328.482597,328.437848,328.393285,328.348870,328.304380,328.260046,328.216504,328.173714,328.131556,328.090020,328.049196,328.009071,327.969570,327.930672,327.892403,327.854740,327.817668,327.781149,327.745119,327.709568,327.674485,327.639833,327.605547,327.571630,327.538014,327.504662,327.471583,327.438787,327.406118,327.373544,327.341160,327.308981,327.276760,327.244478,327.212354,327.180405,327.148295,327.116025,327.083939,327.052046,327.019945,326.987630,326.955491,326.923517,326.891342,326.858948,326.826661,326.794456,326.762052,326.729424,326.696797,326.664135,326.631379,326.598551,326.565743,326.532920,326.500332,326.468076,326.436082,326.404327,326.373207,326.342770,326.312697,326.282977,326.254062,326.225948,326.198181,326.170756,326.144142,326.118336,326.092866,326.067728,326.043411,326.019918,325.996760,325.973933,325.951934,325.930753,325.909873,325.889286,325.869525,325.850587,325.831926,325.813542,325.795982,325.779245,325.762784,325.746597,325.731232,325.716687,325.702414,325.688412,325.675226,325.662856,325.650752,325.638914,325.627888,325.617673,325.607727,325.598050,325.589182,325.581127,325.573352,325.565860,325.559179,325.553311,325.547736,325.542455,325.537986,325.534331,325.530976,325.527925,325.525934,325.525168,325.525168,325.525934
34,327.880999,327.879326,327.879326,327.880999,327.884580,327.889775,327.895818,327.902709,327.910767,327.919991,327.930062,327.940982,327.953062,327.966295,327.980361,327.995261,328.011280,328.028408,328.046341,328.065079,328.084901,328.105805,328.127503,328.149996,328.173573,328.198240,328.223728,328.250049,328.277473,328.306025,328.335487,328.365869,328.397379,328.430016,328.463568,328.498050,328.533423,328.569565,328.606285,328.643614,328.680798,328.717426,328.753497,328.789021,328.823214,328.856012,328.888090,328.919419,328.949312,328.977743,329.005332,329.032009,329.057464,329.081705,329.105037,329.127410,329.148891,329.169567,329.189532,329.208810,329.227370,329.245241,329.262506,329.279155,329.295204,329.310659,329.325504,329.339717,329.353508,329.366936,329.379900,329.392424,329.404610,329.416466,329.427910,329.438976,329.449677,329.460052,329.470184,329.480164,329.489354,329.497633,329.505451,329.512923,329.518930,329.523502,329.527841,329.531988,329.534730,329.536156,329.537652,329.539227,329.539457,329.538252,329.536874,329.535330,329.532179,329.527413,329.522463,329.517321,329.510571,329.502206,329.493627,329.484826,329.474516,329.462755,329.450928,329.439019,329.425731,329.411014,329.396071,329.380884,329.364212,329.346031,329.327534,329.308714,329.288387,329.266559,329.244418,329.221932,329.197952,329.172397,329.146260,329.119506,329.091108,329.061009,329.030112,328.998362,328.965063,328.930238,328.894614,328.858190,328.820425,328.781419,328.741916,328.701981,328.660801,328.618440,328.575850,328.533057,328.489327,328.444817,328.400544,328.356468,328.312337,328.268356,328.225139,328.182645,328.140768,328.099495,328.058904,328.018980,327.979664,327.940933,327.902801,327.865244,327.828262,327.791817,327.755834,327.720301,327.685224,327.650562,327.616241,327.582267,327.548580,327.515151,327.481984,327.449089,327.416319,327.383648,327.351177,327.318924,327.286636,327.254295,327.222123,327.190141,327.158002,327.125703,327.093582,327.061650,327.029508,326.997154,326.964987,326.932993,326.900802,326.868391,326.836084,326.803855,326.771427,326.738781,326.706148,326.673494,326.640751,326.607942,326.575161,326.542375,326.509821,326.477583,326.445566,326.413748,326.382547,326.352021,326.321858,326.292043,326.263033,326.234829,326.206980,326.179484,326.152804,326.126939,326.101421,326.076248,326.051902,326.028382,326.005203,325.982358,325.960343,325.939145,325.918244,325.897631,325.877842,325.858874,325.840179,325.821756,325.804156,325.787379,325.770878,325.754652,325.739248,325.724665,325.710354,325.696315,325.683093,325.670686,325.658544,325.646668,325.635604,325.625351,325.615364,325.605647,325.596738,325.588643,325.580830,325.573302,325.566587,325.560686,325.555081,325.549773,325.545280,325.541602,325.538228,325.535162,325.533159,325.532384,325.532384,325.533159
35,327.882611,327.879799,327.879799,327.882611,327.886456,327.891109,327.897175,327.904653,327.912744,327.921446,327.931562,327.943094,327.955234,327.967976,327.982094,327.997587,328.013669,328.030333,328.048337,328.067681,328.087597,328.108083,328.129893,328.153026,328.176731,328.201009,328.226630,328.253597,328.281146,328.309298,328.338918,328.370006,328.401701,328.433999,328.467746,328.502945,328.538647,328.574743,328.611584,328.649177,328.686771,328.724041,328.760045,328.794784,328.828868,328.862265,328.894237,328.924779,328.954610,328.983708,329.011245,329.037207,329.062517,329.087188,329.110388,329.132106,329.153312,329.174087,329.193906,329.212775,329.231260,329.249380,329.266658,329.283091,329.299195,329.314972,329.329931,329.344067,329.357946,329.371619,329.384794,329.397475,329.409968,329.422266,329.434009,329.445204,329.456196,329.467008,329.477387,329.487352,329.496963,329.506113,329.514150,329.521099,329.527381,329.533002,329.537546,329.541021,329.543862,329.546137,329.547771,329.548765,329.549184,329.548952,329.547612,329.545165,329.541994,329.538099,329.533099,329.526992,329.520162,329.512605,329.503921,329.494109,329.483613,329.472481,329.460515,329.447710,329.434296,329.420242,329.405168,329.389072,329.372307,329.354855,329.336282,329.316587,329.296205,329.275141,329.252995,329.229760,329.205835,329.181160,329.155026,329.127426,329.099033,329.069806,329.038878,329.006236,328.972809,328.938614,328.902824,328.865438,328.827366,328.788695,328.748965,328.708192,328.666842,328.624972,328.582406,328.539150,328.495489,328.451536,328.407589,328.363640,328.319697,328.275914,328.233061,328.191127,328.149540,328.108295,328.067949,328.028500,327.989389,327.950602,327.912627,327.875460,327.838604,327.802033,327.766105,327.730818,327.695777,327.660953,327.626594,327.592700,327.558970,327.525380,327.492116,327.459179,327.426329,327.393548,327.360977,327.328620,327.296279,327.263938,327.231703,327.199577,327.167412,327.135199,327.103033,327.070917,327.038735,327.006488,326.974305,326.942182,326.909997,326.877732,326.845425,326.813071,326.780639,326.748120,326.715514,326.682813,326.650072,326.617310,326.584588,326.551900,326.519308,326.486875,326.454856,326.423244,326.391915,326.360922,326.330678,326.301180,326.272073,326.243360,326.215432,326.188290,326.161546,326.135201,326.109639,326.084862,326.060486,326.036512,326.013316,325.990896,325.968877,325.947248,325.926333,325.906131,325.886319,325.866895,325.848168,325.830138,325.812497,325.795246,325.778704,325.762873,325.747431,325.732378,325.718030,325.704386,325.691129,325.678257,325.666078,325.654591,325.643488,325.632768,325.622740,325.613403,325.604450,325.595884,325.588030,325.580889,325.574136,325.567772,325.562135,325.557224,325.552704,325.548574,325.545181,325.542524,325.540367,325.538838,325.538838,325.540367
36,327.884715,327.881895,327.881895,327.884715,327.888572,327.893241,327.899329,327.906835,327.914957,327.923693,327.933854,327.945441,327.957629,327.970412,327.984581,328.000135,328.016275,328.032995,328.051070,328.070500,328.090505,328.111082,328.133001,328.156266,328.180089,328.204475,328.230224,328.257337,328.285027,328.313314,328.343087,328.374345,328.406212,328.438685,328.472623,328.508023,328.543906,328.580144,328.617091,328.654754,328.692347,328.729557,328.765486,328.800142,328.834113,328.867383,328.899262,328.929749,328.959521,328.988556,329.016072,329.042063,329.067320,329.091850,329.114947,329.136592,329.157680,329.178291,329.197966,329.216685,329.235121,329.253287,329.270583,329.287006,329.303186,329.319124,329.334205,329.348431,329.362460,329.376349,329.389723,329.402587,329.415328,329.427934,329.439955,329.451406,329.462648,329.473700,329.484283,329.494410,329.504216,329.513591,329.521798,329.528845,329.535319,329.541219,329.545944,329.549508,329.552486,329.554952,329.556712,329.557782,329.558268,329.558100,329.556790,329.554347,329.551154,329.547217,329.542168,329.536012,329.529103,329.521440,329.512655,329.502747,329.492134,329.480866,329.468771,329.455841,329.442313,329.428152,329.412962,329.396729,329.379883,329.362402,329.343761,329.323953,329.303537,329.282521,329.260379,329.237117,329.213186,329.188531,329.162411,329.134832,329.106423,329.077151,329.046213,329.013608,328.980112,328.945735,328.909787,328.872252,328.833993,328.795091,328.755120,328.714059,328.672599,328.630796,328.588246,328.544945,328.501475,328.457941,328.414333,328.370656,328.327081,328.283753,328.241274,328.199653,328.158353,328.117380,328.077282,328.038065,327.999144,327.960511,327.922700,327.885715,327.848964,327.812422,327.776554,327.741360,327.706330,327.671436,327.637038,327.603132,327.569332,327.535617,327.502252,327.469236,327.436278,327.403361,327.370683,327.338244,327.305818,327.273385,327.241078,327.208898,327.176683,327.144421,327.112207,327.080040,327.047827,327.015572,326.983379,326.951247,326.919067,326.886820,326.854524,326.822177,326.789761,326.757272,326.724709,326.692067,326.659392,326.626702,326.594057,326.561449,326.528913,326.496501,326.464489,326.432872,326.401496,326.370420,326.340100,326.310537,326.281345,326.252533,326.224528,326.197329,326.170524,326.144113,326.118509,326.093714,326.069312,326.045303,326.022093,325.999680,325.977653,325.956001,325.935078,325.914880,325.895054,325.875595,325.856838,325.838782,325.821105,325.803810,325.787229,325.771362,325.755882,325.740789,325.726403,325.712725,325.699432,325.686522,325.674305,325.662781,325.651638,325.640876,325.630805,325.621424,325.612426,325.603814,325.595918,325.588737,325.581945,325.575544,325.569873,325.564934,325.560385,325.556230,325.552816,325.550142,325.547973,325.546437,325.546437,325.547973
37,327.887306,327.885607,327.885607,327.887306,327.890923,327.896165,327.902274,327.909251,327.917400,327.926723,327.936925,327.948013,327.960238,327.973591,327.987811,328.002896,328.019088,328.036380,328.054526,328.073526,328.093612,328.114781,328.136805,328.159695,328.183630,328.208614,328.234487,328.261255,328.289102,328.318054,328.347976,328.378874,328.410902,328.444058,328.478186,328.513281,328.549216,328.585804,328.622841,328.660358,328.697533,328.733982,328.769823,328.805088,328.838929,328.871333,328.903127,328.934300,328.964016,328.992244,329.019755,329.046526,329.071823,329.095637,329.118671,329.140838,329.161969,329.182160,329.201723,329.220567,329.238989,329.257005,329.274327,329.290938,329.307217,329.323156,329.338363,329.352839,329.367076,329.381151,329.394715,329.407786,329.420719,329.433504,329.445775,329.457598,329.469050,329.480159,329.490917,329.501377,329.511158,329.520138,329.528482,329.536238,329.542831,329.548265,329.553140,329.557523,329.560665,329.562676,329.564533,329.566310,329.566735,329.565729,329.564433,329.562888,329.559664,329.554774,329.549674,329.544376,329.537386,329.528701,329.519818,329.510730,329.500071,329.487902,329.475697,329.463414,329.449786,329.434757,329.419477,329.403883,329.386977,329.368721,329.350028,329.330859,329.310432,329.288753,329.266609,329.244027,329.220017,329.194516,329.168402,329.141704,329.113253,329.083006,329.052064,329.020428,328.986926,328.951556,328.915477,328.878618,328.840300,328.800627,328.760440,328.719651,328.678139,328.635991,328.593462,328.550533,328.507382,328.464138,328.420865,328.377586,328.334560,328.291956,328.249843,328.208257,328.167229,328.126777,328.086914,328.047675,328.008920,327.970645,327.932990,327.895980,327.859307,327.822941,327.787136,327.751887,327.716846,327.681972,327.647539,327.613533,327.579641,327.545833,327.512366,327.479239,327.446141,327.413057,327.380268,327.347778,327.315233,327.282613,327.250232,327.218093,327.185812,327.153368,327.121109,327.089025,327.056791,327.024411,326.992215,326.960190,326.928017,326.895662,326.863386,326.831174,326.798787,326.766225,326.733720,326.701246,326.668708,326.636114,326.603563,326.571020,326.538637,326.506472,326.474475,326.442632,326.411280,326.380503,326.350110,326.320099,326.290833,326.262327,326.234245,326.206586,326.179720,326.153648,326.128003,326.102785,326.078363,326.054732,326.031512,326.008693,325.986658,325.965387,325.944462,325.923868,325.904041,325.884967,325.866187,325.847685,325.829978,325.813069,325.796449,325.780115,325.764597,325.749894,325.735472,325.721330,325.708001,325.695481,325.683227,325.671238,325.660055,325.649676,325.639560,325.629710,325.620665,325.612432,325.604490,325.596844,325.590012,325.583997,325.578292,325.572898,325.568321,325.564564,325.561127,325.558013,325.555972,325.555174,325.555174,325.555972
38,327.889346,327.887639,327.887639,327.889346,327.892976,327.898232,327.904360,327.911360,327.919534,327.928885,327.939120,327.950247,327.962514,327.975912,327.990180,328.005321,328.021570,328.038924,328.057138,328.076215,328.096381,328.117634,328.139750,328.162740,328.186777,328.211871,328.237863,328.264760,328.292742,328.321833,328.351901,328.382952,328.415139,328.448466,328.482790,328.518106,328.554259,328.591021,328.628118,328.665582,328.702657,328.738990,328.774714,328.809860,328.843585,328.875885,328.907605,328.938732,328.968419,328.996635,329.024162,329.050977,329.076328,329.100187,329.123238,329.145393,329.166500,329.186663,329.206199,329.225015,329.243414,329.261427,329.278787,329.295481,329.311863,329.327915,329.343247,329.357861,329.372244,329.386474,329.400210,329.413471,329.426602,329.439583,329.452046,329.464054,329.475686,329.486958,329.497844,329.508395,329.518254,329.527314,329.535750,329.543613,329.550317,329.555856,329.560819,329.565274,329.568478,329.570540,329.572427,329.574213,329.574637,329.573622,329.572306,329.570727,329.567463,329.562525,329.557362,329.551987,329.544912,329.536140,329.527164,329.517979,329.507221,329.494962,329.482683,329.470345,329.456670,329.441601,329.426289,329.410672,329.393747,329.375474,329.356765,329.337581,329.317138,329.295441,329.273274,329.250663,329.226622,329.201094,329.174960,329.148250,329.119790,329.089537,329.058593,329.026957,328.993452,328.958060,328.921913,328.884942,328.846492,328.806682,328.766357,328.725431,328.683796,328.641573,328.599083,328.556307,328.513364,328.470370,328.427412,328.384512,328.341887,328.299669,328.257887,328.216580,328.175803,328.135584,328.095928,328.056868,328.018278,327.980157,327.942636,327.905742,327.869173,327.832897,327.797157,327.761948,327.726932,327.692066,327.657612,327.623554,327.589594,327.555706,327.522139,327.488892,327.455668,327.422459,327.389554,327.356957,327.324311,327.291599,327.259143,327.226947,327.194616,327.162129,327.129833,327.097720,327.065462,327.033068,327.000878,326.968880,326.936742,326.904422,326.872178,326.839994,326.807637,326.775121,326.742699,326.710344,326.677941,326.645483,326.613059,326.580635,326.548359,326.516278,326.484312,326.452444,326.421044,326.390207,326.359743,326.329649,326.300297,326.271707,326.243548,326.215819,326.188889,326.162761,326.137077,326.111836,326.087399,326.063759,326.040536,326.017722,325.995694,325.974431,325.953518,325.932937,325.913122,325.894054,325.875263,325.856734,325.838991,325.822045,325.805388,325.789018,325.773463,325.758724,325.744268,325.730094,325.716734,325.704181,325.691892,325.679865,325.668642,325.658221,325.648057,325.638154,325.629053,325.620767,325.612775,325.605082,325.598206,325.592149,325.586406,325.580979,325.576371,325.572585,325.569124,325.565991,325.563935,325.563125,325.563125,325.563935
