grid_y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255
219,325.274606,325.274041,325.274041,325.274606,325.275536,325.276766,325.278176,325.279768,325.281594,325.283648,325.285839,325.288168,325.290712,325.293465,325.296318,325.299268,325.302440,325.305838,325.309380,325.313065,325.316994,325.321168,325.325488,325.329954,325.334664,325.339617,325.344720,325.349972,325.355468,325.361212,325.367141,325.373258,325.379627,325.386253,325.393091,325.400144,325.407458,325.415043,325.422893,325.431008,325.439400,325.448074,325.457043,325.466308,325.475858,325.485697,325.495865,325.506364,325.517152,325.528238,325.539697,325.551534,325.563666,325.576109,325.589004,325.602363,325.615934,325.629668,325.643545,325.657577,325.671659,325.685789,325.700059,325.714469,325.728884,325.743247,325.757384,325.771296,325.785056,325.798606,325.811587,325.824000,325.836157,325.848078,325.859538,325.870535,325.881322,325.891888,325.901922,325.911424,325.920680,325.929667,325.937958,325.945553,325.952881,325.959972,325.966554,325.972624,325.978533,325.984305,325.989704,325.994729,325.999659,326.004501,326.009018,326.013209,326.017315,326.021341,326.025079,326.028525,326.031898,326.035189,326.038137,326.040744,326.043246,326.045641,326.047676,326.049354,326.050907,326.052342,326.053471,326.054298,326.055007,326.055609,326.055957,326.056056,326.056045,326.055938,326.055654,326.055198,326.054644,326.053998,326.053226,326.052327,326.051324,326.050190,326.048755,326.047017,326.045123,326.043064,326.040643,326.037862,326.034880,326.031669,326.027910,326.023600,326.019064,326.014326,326.009198,326.003678,325.998001,325.992180,325.986049,325.979607,325.973039,325.966346,325.959336,325.952008,325.944567,325.937019,325.929198,325.921100,325.912931,325.904712,325.896346,325.887836,325.879250,325.870557,325.861514,325.852124,325.842597,325.832947,325.823023,325.812827,325.802518,325.792094,325.781384,325.770386,325.759299,325.748145,325.736861,325.725441,325.714017,325.702616,325.691245,325.679907,325.668574,325.657224,325.645754,325.634172,325.622535,325.610863,325.599206,325.587558,325.575976,325.564528,325.553536,325.542991,325.532706,325.522701,325.513273,325.504422,325.495861,325.487572,325.479762,325.472439,325.465272,325.458206,325.451297,325.444547,325.437814,325.431064,325.424240,325.417340,325.410404,325.403420,325.396294,325.389028,325.381734,325.374455,325.367314,325.360305,325.353351,325.346430,325.339520,325.332608,325.325795,325.319104,325.312571,325.306185,325.299993,325.293984,325.288056,325.282211,325.276548,325.271076,325.265739,325.260550,325.255487,325.250541,325.245647,325.240825,325.236017,325.231220,325.226437,325.221676,325.216888,325.212084,325.207373,325.202749,325.198114,325.193441,325.188694,325.183871,325.179016,325.174158,325.169430,325.164831,325.160340,325.156059,325.152536,325.149764,325.147458,325.145768,325.145768,325.147458
220,325.256773,325.256225,325.256225,325.256773,325.257683,325.258894,325.260272,325.261815,325.263612,325.265653,325.267817,325.270101,325.272627,325.275390,325.278241,325.281179,325.284355,325.287777,325.291336,325.295031,325.298976,325.303171,325.307509,325.311992,325.316726,325.321712,325.326845,325.332124,325.337657,325.343449,325.349421,325.355575,325.361987,325.368662,325.375542,325.382629,325.389982,325.397609,325.405493,325.413635,325.422057,325.430765,325.439759,325.449042,325.458613,325.468476,325.478658,325.489160,325.499957,325.511054,325.522509,325.534321,325.546435,325.558860,325.571692,325.584930,325.598453,325.612208,325.626035,325.639934,325.654025,325.668304,325.682628,325.697006,325.711462,325.725936,325.740097,325.753954,325.767703,325.781297,325.794277,325.806646,325.818830,325.830847,325.842364,325.853380,325.864224,325.874883,325.884974,325.894496,325.903812,325.912894,325.921242,325.928852,325.936251,325.943472,325.950149,325.956286,325.962270,325.968123,325.973580,325.978645,325.983585,325.988413,325.992917,325.997094,326.001183,326.005190,326.008908,326.012339,326.015680,326.018923,326.021830,326.024403,326.026869,326.029228,326.031248,326.032936,326.034506,326.035969,326.037145,326.038042,326.038813,326.039466,326.039883,326.040066,326.040133,326.040097,326.039895,326.039529,326.039078,326.038553,326.037915,326.037163,326.036315,326.035342,326.034074,326.032511,326.030788,326.028895,326.026646,326.024040,326.021232,326.018188,326.014586,326.010423,326.006027,326.001424,325.996424,325.991024,325.985466,325.979764,325.973746,325.967409,325.960949,325.954366,325.947461,325.940232,325.932892,325.925448,325.917725,325.909722,325.901635,325.893484,325.885179,325.876720,325.868184,325.859539,325.850535,325.841176,325.831673,325.822037,325.812117,325.801916,325.791578,325.781103,325.770345,325.759298,325.748159,325.736948,325.725599,325.714106,325.702601,325.691106,325.679621,325.668147,325.656682,325.645205,325.633593,325.621845,325.610101,325.598381,325.586648,325.574894,325.563279,325.551870,325.540885,325.530319,325.520049,325.510094,325.500679,325.491804,325.483248,325.474996,325.467184,325.459813,325.452706,325.445817,325.439046,325.432399,325.425850,325.419355,325.412732,325.405988,325.399205,325.392379,325.385380,325.378207,325.371037,325.363913,325.356895,325.349979,325.343152,325.336401,325.329663,325.322943,325.316281,325.309707,325.303345,325.297209,325.291118,325.285071,325.279212,325.273548,325.267893,325.262256,325.256863,325.251715,325.246578,325.241434,325.236406,325.231488,325.226563,325.221617,325.216688,325.211770,325.206864,325.201980,325.197171,325.192436,325.187709,325.182963,325.178118,325.173174,325.168222,325.163300,325.158506,325.153834,325.149336,325.145104,325.141607,325.138840,325.136553,325.134892,325.134892,325.136553
221,325.239357,325.239373,325.239373,325.239357,325.240180,325.241763,325.243111,325.244216,325.245978,325.248387,325.250525,325.252386,325.254892,325.258037,325.260886,325.263440,325.266635,325.270481,325.274055,325.277362,325.281323,325.285940,325.290297,325.294395,325.299150,325.304563,325.309724,325.314634,325.320204,325.326441,325.332452,325.338243,325.344695,325.351814,325.358733,325.365459,325.372854,325.380929,325.388845,325.396605,325.405058,325.414208,325.423226,325.432115,325.441705,325.452002,325.462195,325.472289,325.483090,325.494608,325.506052,325.517430,325.529521,325.542334,325.555099,325.567811,325.581193,325.595186,325.608958,325.622507,325.636576,325.651162,325.665523,325.679701,325.694107,325.708662,325.722834,325.736658,325.750318,325.763768,325.776742,325.789253,325.801479,325.813444,325.825016,325.836201,325.847105,325.857705,325.867860,325.877556,325.886908,325.895882,325.904293,325.912126,325.919647,325.926891,325.933661,325.939968,325.946046,325.951925,325.957432,325.962588,325.967542,325.972316,325.976808,325.981012,325.985096,325.989064,325.992763,325.996196,325.999493,326.002644,326.005507,326.008089,326.010498,326.012743,326.014739,326.016507,326.018075,326.019458,326.020670,326.021736,326.022558,326.023145,326.023623,326.024005,326.024147,326.024067,326.023945,326.023782,326.023444,326.022945,326.022440,326.021931,326.021212,326.020240,326.019142,326.017914,326.016356,326.014453,326.012378,326.010124,326.007458,326.004331,326.000891,325.997127,325.992915,325.988288,325.983423,325.978304,325.972895,325.967211,325.961309,325.955182,325.948836,325.942269,325.935473,325.928438,325.921217,325.913815,325.906192,325.898345,325.890363,325.882269,325.874021,325.865625,325.857083,325.848361,325.839388,325.830181,325.820701,325.810962,325.801039,325.790947,325.780578,325.769937,325.759141,325.748166,325.737037,325.725770,325.714369,325.702808,325.691257,325.679741,325.668135,325.656451,325.644791,325.633147,325.621391,325.609519,325.597708,325.585980,325.574190,325.562297,325.550778,325.539707,325.528742,325.517860,325.507645,325.498114,325.488713,325.479440,325.470863,325.462964,325.455147,325.447409,325.440271,325.433684,325.427036,325.420359,325.413934,325.407696,325.401260,325.394663,325.388008,325.381296,325.374428,325.367392,325.360416,325.353551,325.346664,325.339741,325.333036,325.326537,325.319966,325.313353,325.306877,325.300582,325.294376,325.288316,325.282296,325.276320,325.270515,325.264915,325.259256,325.253551,325.248096,325.242890,325.237628,325.232285,325.227122,325.222114,325.217052,325.211911,325.206847,325.201824,325.196830,325.191872,325.186972,325.182119,325.177278,325.172405,325.167460,325.162448,325.157430,325.152471,325.147618,325.142852,325.138485,325.134626,325.131163,325.128082,325.125996,325.125089,325.125089,325.125996
222,325.222514,325.222545,325.222545,325.222514,325.223316,325.224876,325.226199,325.227279,325.229015,325.231399,325.233516,325.235360,325.237852,325.240987,325.243835,325.246396,325.249603,325.253461,325.257049,325.260370,325.264345,325.268978,325.273351,325.277467,325.282241,325.287675,325.292860,325.297798,325.303398,325.309666,325.315709,325.321534,325.328020,325.335173,325.342125,325.348883,325.356309,325.364415,325.372359,325.380144,325.388620,325.397792,325.406827,325.415731,325.425333,325.435639,325.445837,325.455931,325.466730,325.478240,325.489669,325.501023,325.513085,325.525858,325.538562,325.551192,325.564485,325.578397,325.592112,325.605630,325.619680,325.634254,325.648611,325.662796,325.677208,325.691763,325.705914,325.719695,325.733307,325.746715,325.759672,325.772189,325.784433,325.796428,325.808051,325.819308,325.830292,325.840972,325.851201,325.860965,325.870384,325.879428,325.887920,325.895843,325.903456,325.910791,325.917640,325.924018,325.930161,325.936092,325.941627,325.946788,325.951736,325.956502,325.960984,325.965180,325.969253,325.973207,325.976883,325.980284,325.983544,325.986653,325.989463,325.991981,325.994325,325.996509,325.998460,326.000198,326.001744,326.003116,326.004338,326.005435,326.006297,326.006929,326.007457,326.007893,326.008092,326.008076,326.008033,326.007964,326.007729,326.007343,326.006972,326.006617,326.006062,326.005259,326.004334,326.003284,326.001904,326.000181,325.998287,325.996215,325.993730,325.990782,325.987512,325.983912,325.979860,325.975388,325.970671,325.965694,325.960423,325.954872,325.949096,325.943087,325.936855,325.930403,325.923721,325.916801,325.909695,325.902404,325.894881,325.887124,325.879225,325.871205,325.863012,325.854650,325.846134,325.837432,325.828475,325.819279,325.809805,325.800065,325.790125,325.780001,325.769595,325.758922,325.748108,325.737131,325.726004,325.714730,325.703301,325.691688,325.680072,325.668468,325.656731,325.644870,325.633021,325.621198,325.609301,325.597326,325.585435,325.573647,325.561837,325.549963,325.538479,325.527449,325.516525,325.505684,325.495508,325.486008,325.476623,325.467349,325.458764,325.450858,325.443038,325.435302,325.428175,325.421624,325.415070,325.408544,325.402293,325.396227,325.389943,325.383480,325.376952,325.370368,325.363638,325.356752,325.349929,325.343216,325.336472,325.329686,325.323115,325.316751,325.310321,325.303854,325.297525,325.291363,325.285263,325.279279,325.273320,325.267391,325.261608,325.256006,325.250329,325.244591,325.239073,325.233776,325.228408,325.222955,325.217680,325.212557,325.207380,325.202128,325.196961,325.191844,325.186760,325.181715,325.176731,325.171798,325.166875,325.161914,325.156865,325.151733,325.146595,325.141538,325.136646,325.131897,325.127572,325.123762,325.120346,325.117311,325.115267,325.114391,325.114391,325.115267
223,325.206247,325.205756,325.205756,325.206247,325.207091,325.208233,325.209538,325.211003,325.212721,325.214686,325.216787,325.219023,325.221505,325.224230,325.227077,325.230046,325.233259,325.236719,325.240317,325.244055,325.248043,325.252281,325.256670,325.261208,325.265999,325.271044,325.276250,325.281617,325.287240,325.293123,325.299192,325.305447,325.311962,325.318738,325.325718,325.332902,325.340351,325.348071,325.356039,325.364253,325.372745,325.381520,325.390567,325.399890,325.409497,325.419393,325.429589,325.440087,325.450876,325.461960,325.473369,325.485104,325.497133,325.509457,325.522105,325.535076,325.548321,325.561812,325.575471,325.589299,325.603335,325.617569,325.631883,325.646287,325.660772,325.675261,325.689358,325.703070,325.716663,325.730114,325.743041,325.755448,325.767687,325.779777,325.791446,325.802696,325.813786,325.824689,325.835004,325.844726,325.854239,325.863524,325.872112,325.880000,325.887682,325.895181,325.902099,325.908440,325.914618,325.920649,325.926191,325.931249,325.936168,325.940971,325.945448,325.949598,325.953658,325.957630,325.961279,325.964606,325.967836,325.970960,325.973708,325.976084,325.978346,325.980511,325.982395,325.984003,325.985507,325.986919,325.988126,325.989133,325.990030,325.990815,325.991380,325.991728,325.991964,325.992108,325.992143,325.992071,325.991927,325.991724,325.991488,325.991218,325.990866,325.990395,325.989645,325.988618,325.987433,325.986079,325.984373,325.982313,325.980050,325.977548,325.974459,325.970780,325.966863,325.962733,325.958178,325.953196,325.948052,325.942757,325.937115,325.931125,325.925006,325.918765,325.912204,325.905322,325.898329,325.891225,325.883803,325.876062,325.868227,325.860314,325.852171,325.843800,325.835337,325.826759,325.817802,325.808470,325.798988,325.789362,325.779392,325.769081,325.758625,325.748041,325.737231,325.726190,325.715064,325.703853,325.692418,325.680753,325.669055,325.657336,325.645455,325.633416,325.621362,325.609315,325.597281,325.585259,325.573272,325.561339,325.549545,325.537881,325.526382,325.515095,325.504233,325.493790,325.483641,325.473796,325.464428,325.455535,325.446951,325.438671,325.430851,325.423490,325.416405,325.409575,325.403085,325.396941,325.390931,325.384969,325.378804,325.372444,325.366033,325.359583,325.353001,325.346286,325.339579,325.332916,325.326329,325.319815,325.313386,325.307037,325.300722,325.294447,325.288230,325.282083,325.276037,325.270105,325.264197,325.258313,325.252519,325.246825,325.241119,325.235409,325.229828,325.224377,325.218919,325.213447,325.208082,325.202818,325.197547,325.192260,325.187023,325.181829,325.176655,325.171506,325.166444,325.161469,325.156503,325.151508,325.146351,325.141033,325.135704,325.130441,325.125527,325.120957,325.116597,325.112512,325.109157,325.106529,325.104376,325.102830,325.102830,325.104376
224,325.190393,325.189907,325.189907,325.190393,325.191225,325.192353,325.193641,325.195090,325.196791,325.198740,325.200828,325.203054,325.205527,325.208246,325.211092,325.214065,325.217283,325.220750,325.224358,325.228108,325.232108,325.236358,325.240761,325.245316,325.250123,325.255185,325.260410,325.265800,325.271445,325.277350,325.283441,325.289719,325.296257,325.303060,325.310064,325.317270,325.324743,325.332489,325.340477,325.348709,325.357217,325.366006,325.375064,325.384392,325.394002,325.403900,325.414093,325.424582,325.435359,325.446429,325.457814,325.469516,325.481509,325.493793,325.506388,325.519294,325.532476,325.545913,325.559517,325.573288,325.587282,325.601482,325.615736,325.630044,325.644472,325.658940,325.672969,325.686560,325.700100,325.713569,325.726464,325.738781,325.751034,325.763234,325.774947,325.786173,325.797330,325.808391,325.818792,325.828541,325.838130,325.847550,325.856238,325.864200,325.871966,325.879553,325.886533,325.892908,325.899115,325.905171,325.910712,325.915739,325.920661,325.925501,325.929973,325.934079,325.938116,325.942089,325.945706,325.948975,325.952147,325.955216,325.957898,325.960197,325.962382,325.964471,325.966279,325.967808,325.969261,325.970651,325.971832,325.972805,325.973717,325.974560,325.975157,325.975509,325.975802,325.976055,325.976168,325.976143,325.976103,325.976061,325.975957,325.975794,325.975593,325.975319,325.974746,325.973876,325.972876,325.971734,325.970219,325.968330,325.966257,325.963961,325.961056,325.957541,325.953800,325.949859,325.945474,325.940643,325.935652,325.930515,325.925012,325.919141,325.913151,325.907046,325.900609,325.893840,325.886959,325.879967,325.872645,325.864994,325.857238,325.849388,325.841296,325.832958,325.824526,325.815974,325.807015,325.797642,325.788164,325.778578,325.768577,325.758151,325.747686,325.737200,325.726402,325.715293,325.704177,325.693053,325.681619,325.669883,325.658107,325.646307,325.634281,325.622025,325.609816,325.597685,325.585519,325.573311,325.561276,325.549432,325.537670,325.525991,325.514541,325.503365,325.492571,325.482161,325.472047,325.462241,325.452889,325.443993,325.435405,325.427128,325.419306,325.411945,325.404865,325.398054,325.391609,325.385542,325.379603,325.373707,325.367640,325.361413,325.355114,325.348759,325.342326,325.335821,325.329270,325.322706,325.316279,325.309992,325.303693,325.297376,325.291164,325.285058,325.278926,325.272774,325.266762,325.260890,325.254999,325.249085,325.243269,325.237549,325.231811,325.226059,325.220418,325.214884,325.209360,325.203838,325.198395,325.193025,325.187675,325.182340,325.177047,325.171796,325.166554,325.161327,325.156192,325.151150,325.146096,325.140989,325.135726,325.130299,325.124907,325.119632,325.114708,325.110127,325.105811,325.101815,325.098526,325.095943,325.093828,325.092309,325.092309,325.093828
225,325.174954,325.175005,325.175005,325.174954,325.175719,325.177235,325.178510,325.179540,325.181224,325.183558,325.185635,325.187450,325.189915,325.193028,325.195873,325.198449,325.201675,325.205552,325.209169,325.212527,325.216538,325.221206,325.225622,325.229788,325.234612,325.240096,325.245339,325.250344,325.256012,325.262346,325.268457,325.274348,325.280908,325.288141,325.295167,325.301991,325.309490,325.317672,325.325679,325.333516,325.342039,325.351255,325.360320,325.369240,325.378854,325.389168,325.399355,325.409418,325.420183,325.431653,325.443014,325.454267,325.466223,325.478881,325.491425,325.503852,325.516953,325.530701,325.544254,325.557603,325.571535,325.586019,325.600207,325.614101,325.628349,325.642857,325.656807,325.670214,325.683667,325.697142,325.710007,325.722249,325.734538,325.746884,325.758640,325.769807,325.780991,325.792156,325.802636,325.812458,325.822098,325.831550,325.840330,325.848464,325.856326,325.863935,325.870966,325.877440,325.883670,325.889686,325.895229,325.900288,325.905252,325.910142,325.914609,325.918657,325.922658,325.926620,325.930193,325.933408,325.936489,325.939437,325.942041,325.944325,325.946432,325.948390,325.950114,325.951617,325.953012,325.954321,325.955471,325.956469,325.957380,325.958194,325.958824,325.959267,325.959638,325.959957,325.960149,325.960213,325.960287,325.960388,325.960412,325.960370,325.960268,325.960059,325.959659,325.959077,325.958253,325.957170,325.955849,325.954286,325.952369,325.950046,325.947330,325.944214,325.940689,325.936789,325.932578,325.928047,325.923239,325.918166,325.912807,325.907152,325.901301,325.895262,325.888948,325.882362,325.875592,325.868639,325.861416,325.853928,325.846264,325.838441,325.830401,325.822136,325.813716,325.805107,325.796159,325.786835,325.777384,325.767794,325.757780,325.747293,325.736860,325.726503,325.715723,325.704515,325.693419,325.682424,325.670982,325.659125,325.647272,325.635449,325.623280,325.610754,325.598434,325.586373,325.574091,325.561551,325.549515,325.538001,325.526272,325.514336,325.502996,325.492308,325.481576,325.470819,325.460743,325.451366,325.442026,325.432734,325.424134,325.416232,325.408401,325.400662,325.393542,325.387034,325.380608,325.374322,325.368285,325.362404,325.356409,325.350355,325.344155,325.337836,325.331545,325.325305,325.318948,325.312512,325.306241,325.300150,325.293966,325.287684,325.281569,325.275627,325.269565,325.263390,325.257406,325.251611,325.245711,325.239700,325.233859,325.228182,325.222414,325.216559,325.210870,325.205318,325.199754,325.194161,325.188652,325.183203,325.177781,325.172381,325.167032,325.161741,325.156452,325.151171,325.145964,325.140830,325.135642,325.130352,325.124998,325.119541,325.114214,325.109118,325.104198,325.099422,325.095235,325.091698,325.088476,325.085568,325.083641,325.082856,325.082856,325.083641
226,325.160104,325.160162,325.160162,325.160104,325.160861,325.162366,325.163629,325.164647,325.166320,325.168642,325.170709,325.172517,325.174976,325.178084,325.180928,325.183508,325.186738,325.190621,325.194245,325.197612,325.201633,325.206311,325.210739,325.214918,325.219755,325.225253,325.230512,325.235535,325.241219,325.247571,325.253699,325.259608,325.266185,325.273434,325.280478,325.287321,325.294838,325.303037,325.311058,325.318906,325.327438,325.336661,325.345730,325.354649,325.364260,325.374570,325.384747,325.394796,325.405544,325.416994,325.428329,325.439550,325.451470,325.464087,325.476584,325.488955,325.501998,325.515692,325.529200,325.542515,325.556416,325.570857,325.584978,325.598780,325.612925,325.627332,325.641193,325.654521,325.667903,325.681325,325.694171,325.706428,325.718748,325.731132,325.742932,325.754149,325.765386,325.776605,325.787139,325.797015,325.806711,325.816222,325.825069,325.833278,325.841214,325.848886,325.855953,325.862433,325.868658,325.874672,325.880227,325.885311,325.890303,325.895210,325.899668,325.903681,325.907634,325.911538,325.915038,325.918164,325.921150,325.924000,325.926502,325.928682,325.930683,325.932539,325.934171,325.935589,325.936906,325.938150,325.939265,325.940257,325.941177,325.942010,325.942676,325.943171,325.943602,325.943988,325.944260,325.944416,325.944588,325.944793,325.944933,325.945019,325.945052,325.944989,325.944753,325.944355,325.943725,325.942838,325.941717,325.940357,325.938643,325.936521,325.934002,325.931076,325.927740,325.924026,325.919996,325.915643,325.911009,325.906103,325.900898,325.895382,325.889663,325.883753,325.877560,325.871088,325.864427,325.857579,325.850449,325.843045,325.835458,325.827707,325.819729,325.811514,325.803141,325.794576,325.785673,325.776394,325.766988,325.757438,325.747455,325.736990,325.726576,325.716238,325.705482,325.694302,325.683229,325.672240,325.660760,325.648821,325.636866,325.624927,325.612628,325.599954,325.587487,325.575296,325.562931,325.550354,325.538305,325.526794,325.515093,325.503209,325.491930,325.481300,325.470610,325.459881,325.449824,325.440460,325.431120,325.421816,325.413198,325.405273,325.397414,325.389640,325.382483,325.375938,325.369478,325.363161,325.357099,325.351207,325.345234,325.339237,325.333111,325.326883,325.320713,325.314623,325.308428,325.302150,325.296022,325.290058,325.283994,325.277822,325.271799,325.265931,325.259933,325.253810,325.247856,325.242069,325.236166,325.230144,325.224283,325.218577,325.212777,325.206892,325.201177,325.195607,325.190024,325.184405,325.178850,325.173338,325.167843,325.162373,325.156962,325.151617,325.146277,325.140939,325.135658,325.130434,325.125151,325.119777,325.114366,325.108878,325.103537,325.098443,325.093556,325.088844,325.084734,325.081272,325.078115,325.075263,325.073382,325.072630,325.072630,325.073382
227,325.145846,325.145386,325.145386,325.145846,325.146649,325.147745,325.149000,325.150412,325.152076,325.153989,325.156049,325.158255,325.160709,325.163412,325.166255,325.169240,325.172473,325.175956,325.179586,325.183364,325.187392,325.191673,325.196111,325.200706,325.205554,325.210657,325.215929,325.221370,325.227068,325.233025,325.239168,325.245496,325.252086,325.258940,325.265998,325.273260,325.280788,325.288588,325.296618,325.304879,325.313415,325.322228,325.331296,325.340620,325.350223,325.360111,325.370275,325.380716,325.391443,325.402457,325.413764,325.425364,325.437251,325.449422,325.461874,325.474605,325.487609,325.500873,325.514345,325.528023,325.541929,325.556024,325.570076,325.584085,325.598197,325.612355,325.626114,325.639477,325.652802,325.666079,325.678916,325.691310,325.703663,325.715972,325.727817,325.739198,325.750514,325.761735,325.772299,325.782212,325.791967,325.801558,325.810447,325.818640,325.826638,325.834439,325.841523,325.847893,325.854078,325.860115,325.865692,325.870804,325.875817,325.880733,325.885180,325.889158,325.893048,325.896860,325.900257,325.903248,325.906130,325.908907,325.911284,325.913266,325.915134,325.916910,325.918438,325.919719,325.920934,325.922106,325.923182,325.924163,325.925104,325.925990,325.926695,325.927217,325.927693,325.928137,325.928489,325.928749,325.929002,325.929264,325.929508,325.929738,325.929942,325.930087,325.930008,325.929708,325.929291,325.928737,325.927821,325.926542,325.925081,325.923393,325.921077,325.918131,325.914955,325.911575,325.907735,325.903431,325.898964,325.894341,325.889298,325.883834,325.878240,325.872525,325.866451,325.860018,325.853467,325.846797,325.839756,325.832348,325.824824,325.817199,325.809290,325.801094,325.792798,325.784380,325.775557,325.766319,325.756976,325.747519,325.737612,325.727244,325.716832,325.706400,325.695674,325.684651,325.673618,325.662550,325.651003,325.638982,325.626892,325.614761,325.602342,325.589632,325.576963,325.564402,325.551987,325.539710,325.527641,325.515785,325.504106,325.492605,325.481347,325.470358,325.459691,325.449350,325.439294,325.429536,325.420184,325.411241,325.402597,325.394258,325.386350,325.378880,325.371687,325.364763,325.358217,325.352060,325.346037,325.340079,325.334080,325.328051,325.321976,325.315869,325.309798,325.303770,325.297712,325.291635,325.285637,325.279722,325.273781,325.267808,325.261872,325.255974,325.250036,325.244060,325.238138,325.232267,325.226364,325.220427,325.214552,325.208737,325.202899,325.197049,325.191334,325.185749,325.180174,325.174591,325.169012,325.163432,325.157860,325.152306,325.146827,325.141425,325.136034,325.130649,325.125293,325.119965,325.114618,325.109234,325.103799,325.098305,325.092868,325.087573,325.082747,325.078386,325.074309,325.070549,325.067456,325.065030,325.063059,325.061664,325.061664,325.063059
228,325.131999,325.131541,325.131541,325.131999,325.132797,325.133886,325.135133,325.136539,325.138195,325.140100,325.142154,325.144356,325.146807,325.149505,325.152348,325.155336,325.158572,325.162057,325.165693,325.169479,325.173515,325.177803,325.182250,325.186856,325.191715,325.196828,325.202112,325.207567,325.213277,325.219246,325.225401,325.231743,325.238345,325.245211,325.252280,325.259553,325.267092,325.274900,325.282937,325.291203,325.299741,325.308554,325.317619,325.326937,325.336532,325.346408,325.356557,325.366979,325.377684,325.388673,325.399951,325.411519,325.423368,325.435498,325.447906,325.460593,325.473549,325.486767,325.500204,325.513863,325.527719,325.541731,325.555711,325.569664,325.583670,325.597679,325.611329,325.624624,325.637873,325.651076,325.663907,325.676369,325.688755,325.701056,325.712948,325.724426,325.735790,325.747002,325.757589,325.767544,325.777336,325.786954,325.795874,325.804098,325.812128,325.819959,325.827053,325.833410,325.839606,325.845682,325.851283,325.856410,325.861438,325.866363,325.870795,325.874737,325.878563,325.882282,325.885565,325.888413,325.891166,325.893830,325.896069,325.897889,325.899631,325.901321,325.902740,325.903889,325.905024,325.906169,325.907202,325.908126,325.909059,325.909992,325.910734,325.911291,325.911826,325.912354,325.912787,325.913124,325.913471,325.913837,325.914181,325.914503,325.914834,325.915139,325.915214,325.915056,325.914828,325.914504,325.913796,325.912704,325.911457,325.910010,325.907901,325.905130,325.902152,325.898995,325.895348,325.891208,325.886924,325.882501,325.877626,325.872297,325.866845,325.861279,325.855322,325.848975,325.842526,325.835973,325.829020,325.821666,325.814221,325.806698,325.798862,325.790712,325.782485,325.774168,325.765438,325.756296,325.747042,325.737671,325.727860,325.717607,325.707251,325.696822,325.686127,325.675167,325.664127,325.652975,325.641350,325.629246,325.617061,325.604825,325.592295,325.579464,325.566716,325.554123,325.541674,325.529368,325.517293,325.505453,325.493792,325.482312,325.471077,325.460108,325.449454,325.439117,325.429061,325.419298,325.409929,325.400955,325.392281,325.383908,325.375945,325.368392,325.361136,325.354163,325.347512,325.341175,325.335088,325.329178,325.323132,325.316947,325.310900,325.305000,325.299014,325.292954,325.286990,325.281132,325.275251,325.269361,325.263509,325.257691,325.251836,325.245950,325.240062,325.234176,325.228284,325.222389,325.216489,325.210587,325.204699,325.198827,325.192970,325.187149,325.181442,325.175854,325.170271,325.164673,325.159076,325.153484,325.147856,325.142208,325.136659,325.131208,325.125756,325.120293,325.114863,325.109463,325.104063,325.098654,325.093214,325.087737,325.082346,325.077119,325.072371,325.068097,325.064102,325.060415,325.057388,325.055015,325.053087,325.051718,325.051718,325.053087
