grid_y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
10,4.814794,4.808424,4.811411,4.820919,4.856686,4.898272,4.935683,4.999296,5.049992,5.115450,5.161263,5.174979,5.153649,5.086377,4.953149,4.828363,4.675490,4.495194,4.389228,4.286729,4.195785,4.132468,4.085061,4.025414,3.941361,3.842071,3.728756,3.663938,3.586723,3.505217,3.388392,3.244235,3.120543,2.997523,2.881171,2.761928,2.665670,2.575483,2.512887,2.457620,2.427785,2.391231,2.346979,2.314992,2.304910,2.285924,2.267936,2.279753,2.182057,2.114722,2.049314,2.011028,1.972535,1.934507,1.926435,1.937345,1.926315,1.943838,1.920063,1.874646,1.867507,1.899328,2.000418,2.042562
11,4.612037,4.595787,4.599047,4.618963,4.645381,4.687764,4.736067,4.790526,4.861685,4.927007,4.971496,4.985047,4.965161,4.921047,4.832846,4.732563,4.582719,4.384095,4.278409,4.144658,4.050902,3.994783,3.944898,3.882723,3.787063,3.687424,3.584820,3.520821,3.445170,3.355277,3.269155,3.155772,3.043896,2.923441,2.787928,2.689624,2.575162,2.496498,2.454971,2.400359,2.340684,2.303874,2.259032,2.265971,2.225262,2.196843,2.170509,2.144523,2.118889,2.053405,2.008685,1.999762,1.970582,1.892101,1.873834,1.864899,1.834225,1.832143,1.828505,1.842765,1.794955,1.886062,1.936520,1.968365
12,4.388516,4.362387,4.335908,4.346139,4.362964,4.395934,4.454512,4.548665,4.638341,4.701065,4.754404,4.768928,4.762876,4.713865,4.661346,4.585815,4.468476,4.250565,4.134363,4.018246,3.930550,3.880106,3.806568,3.720787,3.623307,3.514001,3.422961,3.351074,3.277673,3.209649,3.135473,3.054461,2.955367,2.848079,2.735817,2.618463,2.533930,2.465212,2.403635,2.329001,2.279213,2.241937,2.186699,2.173257,2.202584,2.135422,2.081264,2.057871,2.014437,1.980986,1.938051,1.919133,1.899567,1.930879,1.882553,1.873673,1.823013,1.771013,1.747555,1.821880,1.794138,1.805051,1.804905,1.886394
13,4.154109,4.118129,4.071977,4.072598,4.089781,4.133118,4.191841,4.235070,4.381807,4.459708,4.510907,4.527536,4.497131,4.404656,4.407914,4.396749,4.301444,4.123384,3.985461,3.876266,3.814600,3.749538,3.681470,3.601019,3.460599,3.301373,3.242180,3.142929,3.111711,3.056056,3.045392,2.978046,2.852993,2.760418,2.662889,2.566660,2.480859,2.400985,2.348637,2.293246,2.262366,2.184229,2.138863,2.115993,2.156547,2.081132,2.058976,2.017721,2.036466,1.945650,1.935616,1.858249,1.869209,1.870864,1.882737,1.874021,1.853385,1.810763,1.716966,1.701585,1.694377,1.695499,1.714954,1.806135
14,3.918650,3.852885,3.837217,3.838474,3.846331,3.890289,3.969423,4.072081,4.136543,4.170272,4.218854,4.267373,4.211453,4.173801,4.180939,4.181821,4.087652,3.970284,3.880526,3.737836,3.682204,3.613051,3.541214,3.536963,3.332474,3.190790,3.072752,3.036790,2.968675,2.936239,2.989006,2.955446,2.764365,2.686707,2.604398,2.520770,2.434193,2.362875,2.319039,2.241817,2.199038,2.180452,2.105923,2.064717,2.037221,2.003306,1.952402,1.932954,1.904161,1.876583,1.880147,1.845826,1.778619,1.751454,1.824064,1.825813,1.815476,1.792228,1.707880,1.662501,1.665589,1.636737,1.646090,1.737132
15,3.711894,3.626439,3.621495,3.603764,3.622817,3.667989,3.738198,3.821570,3.865643,3.887856,3.945167,3.983433,3.987312,3.970257,3.968059,3.939108,3.864861,3.797233,3.745957,3.630805,3.542361,3.460741,3.386915,3.390086,3.171311,3.014861,2.926232,2.872941,2.837765,2.808779,2.874510,2.854236,2.677166,2.604470,2.537680,2.478310,2.402883,2.320480,2.224446,2.154626,2.100474,2.082183,2.038865,1.999350,1.943440,1.930890,1.891386,1.874150,1.898164,1.833904,1.791278,1.780879,1.766632,1.721432,1.695577,1.698393,1.738747,1.745272,1.680425,1.635008,1.648285,1.638973,1.588172,1.649169
16,3.513475,3.428449,3.404529,3.398294,3.399255,3.456638,3.509219,3.574923,3.630490,3.673064,3.709905,3.745453,3.764603,3.733463,3.768840,3.728418,3.672878,3.613617,3.550792,3.483921,3.383449,3.290377,3.225239,3.226748,3.025339,2.895222,2.805258,2.733095,2.709074,2.681923,2.750146,2.743169,2.590679,2.533142,2.482136,2.418606,2.376520,2.303446,2.164748,2.092588,2.017827,1.999871,1.997519,1.959470,1.885250,1.854476,1.836777,1.831832,1.889037,1.848508,1.769846,1.703630,1.732838,1.720057,1.646156,1.620748,1.622628,1.679816,1.644626,1.558865,1.582117,1.582372,1.521209,1.572132
17,3.322876,3.248410,3.215845,3.191640,3.205307,3.256063,3.302573,3.372442,3.421011,3.463264,3.516989,3.537202,3.550176,3.551898,3.571929,3.518215,3.460508,3.429167,3.364717,3.286738,3.205322,3.110963,3.044043,3.004518,2.842932,2.713235,2.643019,2.568978,2.574035,2.547237,2.607010,2.592263,2.482938,2.450266,2.405309,2.348440,2.291779,2.219683,2.078714,1.994869,1.929730,1.911929,1.870426,1.843821,1.861699,1.813278,1.827892,1.745608,1.796087,1.799334,1.755082,1.643903,1.627479,1.617909,1.636312,1.582764,1.566318,1.565190,1.590344,1.574053,1.576868,1.466956,1.465420,1.516206
18,3.139410,3.055632,3.034739,3.013071,3.030182,3.075385,3.147300,3.182475,3.233391,3.262454,3.309040,3.311179,3.366063,3.390102,3.344897,3.318062,3.277568,3.223864,3.167890,3.098922,3.036844,2.931366,2.853318,2.783435,2.693053,2.605688,2.535624,2.508616,2.461528,2.463134,2.443175,2.410018,2.393038,2.364694,2.314998,2.233982,2.192112,2.122307,2.031531,1.928167,1.843399,1.816325,1.776395,1.742165,1.732522,1.726761,1.764235,1.675186,1.669057,1.676089,1.696351,1.630520,1.579327,1.543939,1.525291,1.573836,1.519157,1.490385,1.536924,1.530200,1.521746,1.421731,1.400394,1.441243
19,2.962225,2.879241,2.850273,2.851514,2.872548,2.912780,3.000131,3.027594,3.046204,3.080348,3.119622,3.113704,3.149873,3.157076,3.137167,3.096995,3.073323,3.026931,2.969782,2.899974,2.836640,2.739388,2.669927,2.599792,2.531460,2.476422,2.436003,2.387095,2.368372,2.348257,2.317328,2.315132,2.270552,2.205325,2.159283,2.102736,2.035598,1.960164,1.921853,1.810682,1.757796,1.773063,1.745776,1.694487,1.677594,1.634734,1.635617,1.640235,1.587704,1.568458,1.552811,1.601441,1.594791,1.503508,1.478625,1.480701,1.508996,1.432967,1.451862,1.456261,1.457536,1.437585,1.356461,1.387367
20,2.790312,2.728177,2.701241,2.685573,2.690717,2.735819,2.806821,2.842854,2.876360,2.904828,2.897593,2.944583,2.923491,2.935350,2.950397,2.905488,2.858000,2.808966,2.750050,2.688750,2.633801,2.565120,2.494261,2.433480,2.386509,2.323103,2.292516,2.253270,2.193443,2.172387,2.129970,2.167275,2.113466,2.049253,2.025221,1.942323,1.860512,1.781171,1.758474,1.651967,1.603188,1.602352,1.608394,1.640151,1.626777,1.527485,1.501976,1.540282,1.551464,1.505849,1.453764,1.466046,1.503202,1.495911,1.404977,1.390684,1.452269,1.399294,1.381568,1.379066,1.332689,1.374035,1.303251,1.344233
21,2.592522,2.561189,2.526240,2.553821,2.563377,2.632308,2.682841,2.694938,2.693216,2.706383,2.723761,2.754362,2.736907,2.713609,2.703037,2.682231,2.650276,2.608655,2.547662,2.474712,2.398447,2.319223,2.287986,2.247006,2.190085,2.157256,2.117150,2.058032,2.007565,1.995869,1.951863,1.936966,1.941206,1.895891,1.842894,1.773539,1.697419,1.645280,1.581296,1.542273,1.509903,1.474030,1.454152,1.439819,1.480317,1.464907,1.423495,1.395541,1.420267,1.458168,1.429626,1.375196,1.385614,1.431925,1.404413,1.353290,1.318030,1.328462,1.334639,1.346112,1.293370,1.327388,1.258251,1.289777
22,2.427668,2.377013,2.353958,2.364886,2.399257,2.471096,2.488350,2.514589,2.537103,2.525525,2.537863,2.542680,2.529424,2.490204,2.493158,2.465799,2.389849,2.325610,2.302168,2.217483,2.140221,2.080558,2.039676,2.039048,1.971962,1.919158,1.869461,1.830766,1.780204,1.767460,1.731240,1.702657,1.723047,1.706212,1.634522,1.549367,1.509981,1.477389,1.394372,1.364347,1.389322,1.359183,1.314269,1.314317,1.298754,1.367432,1.330037,1.305851,1.294238,1.315510,1.350302,1.318866,1.292334,1.311810,1.347247,1.319157,1.226970,1.270884,1.230915,1.266428,1.217264,1.253781,1.216398,1.238463
23,2.215006,2.204762,2.182964,2.196398,2.213984,2.275784,2.289194,2.300115,2.306720,2.319868,2.287107,2.316444,2.317782,2.312456,2.279327,2.236533,2.126581,2.049361,2.013162,1.986309,1.887886,1.817983,1.807869,1.797903,1.701237,1.648456,1.628860,1.609590,1.568245,1.544582,1.496809,1.464921,1.441468,1.415518,1.418142,1.328734,1.287230,1.274593,1.271912,1.201049,1.183139,1.198881,1.229364,1.183995,1.172501,1.165239,1.211652,1.241276,1.203312,1.187999,1.216077,1.277702,1.233695,1.235467,1.193375,1.218456,1.169618,1.196857,1.170409,1.219448,1.143211,1.141890,1.136194,1.178846
24,2.043960,2.043671,2.041817,2.075278,2.042607,2.042373,2.051987,2.058521,2.020001,2.027211,1.999309,2.043788,2.050398,2.029855,2.001044,1.943980,1.840002,1.769342,1.720504,1.661592,1.601593,1.541632,1.531890,1.502585,1.426975,1.384220,1.354419,1.324503,1.292632,1.268440,1.250528,1.218237,1.175377,1.192635,1.160450,1.157307,1.093543,1.059531,1.055615,1.043197,1.042280,1.014169,1.029937,1.049158,1.061956,1.038711,1.048723,1.061631,1.127088,1.085357,1.096292,1.160272,1.198346,1.192188,1.112235,1.150474,1.115349,1.096347,1.083182,1.095069,1.081257,1.082115,1.038059,1.071300
25,1.914492,1.903645,1.890300,1.871066,1.864734,1.851857,1.808047,1.780029,1.746497,1.718366,1.696207,1.726523,1.728406,1.712353,1.678093,1.627818,1.540671,1.446610,1.394851,1.333788,1.292030,1.221264,1.171328,1.142638,1.108170,1.076211,1.056188,1.025825,0.994259,0.980610,0.963829,0.983635,1.005908,0.938675,0.902400,0.945971,0.909706,0.873218,0.827030,0.822156,0.837990,0.856043,0.876957,0.860517,0.917315,0.927535,0.941041,0.937264,0.976074,1.037648,1.011351,1.027664,1.027484,1.062784,1.055031,1.016376,1.054903,1.059706,1.039722,0.984106,1.002398,1.005104,0.972253,1.005991
26,1.727230,1.705413,1.709597,1.686247,1.664457,1.627190,1.568860,1.464839,1.396028,1.354844,1.329746,1.325842,1.343105,1.351808,1.322613,1.278876,1.199098,1.111992,1.037042,0.983451,0.949881,0.848037,0.847614,0.798938,0.775021,0.754278,0.734243,0.713822,0.703383,0.681452,0.667438,0.652306,0.682770,0.643210,0.643920,0.644640,0.655463,0.695627,0.676384,0.648348,0.630486,0.664572,0.690541,0.728360,0.749053,0.762405,0.829327,0.838830,0.840678,0.895059,0.921417,0.959958,0.910645,0.946500,0.981520,0.957182,0.989847,0.937840,0.940503,0.947050,0.937287,0.901638,0.899674,0.943752
27,1.533259,1.520188,1.501348,1.463425,1.385651,1.351816,1.267161,1.166689,1.033354,0.959261,0.910474,0.902351,0.924899,0.927947,0.913946,0.876611,0.824334,0.744697,0.687285,0.651731,0.597114,0.504373,0.462978,0.433304,0.409008,0.389191,0.379837,0.360388,0.361938,0.343320,0.364443,0.387486,0.367533,0.406348,0.444528,0.412162,0.399559,0.396339,0.423925,0.442223,0.470380,0.469947,0.500678,0.533151,0.597786,0.634305,0.644266,0.686563,0.751254,0.758415,0.767365,0.818022,0.839850,0.816526,0.864200,0.873634,0.909911,0.861001,0.875959,0.834287,0.836220,0.832063,0.821012,0.885485
28,1.333919,1.319370,1.287113,1.213995,1.138844,1.036539,0.906135,0.771570,0.644328,0.575332,0.490966,0.438358,0.446370,0.474118,0.485632,0.454451,0.398769,0.316142,0.246685,0.249937,0.194759,0.091804,0.050713,0.041880,0.007612,-0.012329,-0.000724,-0.008082,-0.003588,-0.007597,0.030336,0.032388,0.051569,0.078196,0.133529,0.177813,0.181781,0.165522,0.179463,0.193726,0.227649,0.272297,0.327826,0.354638,0.422696,0.462243,0.485119,0.540415,0.568169,0.637886,0.649368,0.682402,0.726384,0.734691,0.794598,0.786677,0.765630,0.789202,0.786281,0.796359,0.789716,0.776688,0.766505,0.771550
29,1.130396,1.114279,1.058614,0.970683,0.869103,0.679515,0.513507,0.374802,0.272749,0.157241,0.046024,-0.002079,-0.028688,-0.024479,0.004204,-0.030722,-0.090176,-0.145290,-0.206560,-0.234442,-0.249634,-0.331845,-0.371557,-0.408496,-0.411807,-0.411443,-0.388474,-0.363017,-0.335012,-0.334154,-0.319430,-0.279875,-0.213227,-0.229792,-0.178009,-0.157274,-0.076909,-0.066628,-0.047092,-0.027179,0.022197,0.071462,0.131434,0.172271,0.243923,0.276947,0.352725,0.411011,0.431544,0.483666,0.557826,0.563318,0.629995,0.630827,0.663079,0.727265,0.697955,0.753184,0.711866,0.693639,0.728716,0.676803,0.687310,0.712645
30,0.903206,0.895724,0.827098,0.725250,0.599221,0.374979,0.183431,0.029041,-0.088917,-0.240760,-0.318188,-0.412187,-0.473620,-0.502476,-0.536558,-0.574742,-0.617267,-0.674415,-0.707339,-0.696257,-0.751019,-0.822008,-0.860489,-0.835697,-0.847480,-0.855908,-0.830784,-0.792055,-0.750202,-0.744752,-0.704159,-0.648427,-0.575733,-0.486356,-0.439030,-0.422239,-0.355923,-0.339701,-0.294586,-0.249499,-0.185324,-0.131662,-0.067522,-0.003004,0.072162,0.148918,0.177643,0.228783,0.332107,0.346884,0.423938,0.462181,0.501651,0.585265,0.579782,0.665349,0.626946,0.643584,0.673545,0.656395,0.642781,0.642197,0.623598,0.679127
31,0.672869,0.664261,0.593222,0.478075,0.328062,0.049552,-0.146940,-0.336472,-0.479840,-0.617254,-0.750157,-0.829550,-0.935722,-0.988316,-1.025838,-1.086985,-1.141924,-1.200787,-1.235027,-1.224815,-1.269106,-1.328644,-1.335633,-1.348835,-1.338519,-1.344842,-1.287085,-1.255082,-1.209370,-1.149580,-1.074277,-1.033374,-0.965574,-0.900817,-0.808364,-0.726377,-0.654835,-0.583595,-0.523119,-0.492902,-0.424147,-0.346272,-0.278217,-0.190323,-0.101892,-0.061432,0.050566,0.084526,0.170383,0.238010,0.307849,0.359094,0.451829,0.548630,0.545422,0.551673,0.603543,0.600845,0.581964,0.595839,0.592890,0.583191,0.585590,0.601659
32,0.460117,0.430582,0.367544,0.239304,0.055025,-0.238273,-0.469405,-0.643175,-0.811079,-0.983277,-1.121032,-1.265219,-1.355785,-1.442478,-1.503675,-1.587617,-1.634391,-1.714620,-1.759935,-1.790336,-1.813911,-1.871519,-1.825964,-1.836905,-1.814098,-1.757638,-1.737454,-1.702699,-1.643417,-1.549285,-1.489698,-1.384141,-1.302056,-1.222881,-1.115710,-1.039223,-0.963371,-0.887577,-0.792095,-0.727145,-0.634039,-0.532207,-0.460653,-0.369427,-0.257697,-0.194204,-0.119173,-0.032192,0.046247,0.126680,0.179110,0.283742,0.360190,0.510862,0.560185,0.536588,0.558530,0.545917,0.537483,0.532148,0.559957,0.540901,0.554000,0.570392
33,0.235546,0.205286,0.130405,-0.011020,-0.209938,-0.528630,-0.774633,-0.972699,-1.174617,-1.360642,-1.542440,-1.680806,-1.815786,-1.916719,-2.011441,-2.097792,-2.165689,-2.246221,-2.291257,-2.321160,-2.363668,-2.389271,-2.371189,-2.350043,-2.324878,-2.285709,-2.222922,-2.175546,-2.092780,-1.984263,-1.910666,-1.791586,-1.706157,-1.582964,-1.441223,-1.370207,-1.240183,-1.179871,-1.050076,-0.961572,-0.854955,-0.739670,-0.644916,-0.540434,-0.445717,-0.349551,-0.231501,-0.151793,-0.090712,0.032600,0.087715,0.175674,0.295893,0.450250,0.511223,0.467806,0.500617,0.468077,0.479768,0.505154,0.493609,0.485164,0.498710,0.545153
34,0.030385,-0.000595,-0.107576,-0.262448,-0.486283,-0.740957,-1.052215,-1.314409,-1.549877,-1.789444,-1.954595,-2.166776,-2.336051,-2.400906,-2.518529,-2.616152,-2.693960,-2.773564,-2.837053,-2.885472,-2.896690,-2.910532,-2.910261,-2.886701,-2.849046,-2.817379,-2.741949,-2.671734,-2.565715,-2.453779,-2.346873,-2.184429,-2.095273,-1.927873,-1.822500,-1.668164,-1.554646,-1.440666,-1.277287,-1.195527,-1.075795,-0.947569,-0.829939,-0.722414,-0.614936,-0.486095,-0.385630,-0.293636,-0.199734,-0.093972,-0.006178,0.104546,0.207802,0.385309,0.457675,0.415289,0.418979,0.426793,0.439192,0.435113,0.433809,0.455833,0.479753,0.496435
35,-0.154309,-0.216098,-0.325465,-0.514000,-0.763060,-1.124550,-1.461685,-1.687926,-1.926388,-2.219522,-2.488187,-2.693800,-2.906283,-2.973291,-3.021666,-3.169015,-3.305781,-3.353768,-3.415561,-3.492241,-3.491618,-3.503707,-3.471900,-3.416624,-3.366714,-3.342357,-3.293867,-3.180299,-3.081175,-2.956598,-2.787174,-2.621665,-2.489206,-2.319201,-2.161401,-2.004010,-1.846796,-1.699548,-1.563408,-1.428968,-1.276486,-1.155519,-1.025280,-0.895125,-0.775224,-0.613872,-0.530788,-0.406622,-0.320630,-0.222637,-0.102137,-0.019228,0.116507,0.316262,0.389893,0.369184,0.373875,0.372715,0.385555,0.401761,0.440788,0.432799,0.466743,0.483453
36,-0.338294,-0.410872,-0.542559,-0.754696,-1.068602,-1.586305,-1.889339,-2.080231,-2.312428,-2.649224,-2.961581,-3.160282,-3.354376,-3.491308,-3.598506,-3.744393,-3.889486,-3.985728,-4.055830,-4.100546,-4.128364,-4.119363,-4.116544,-3.989795,-3.958119,-4.001505,-3.910100,-3.793538,-3.691778,-3.534806,-3.332999,-3.075085,-2.890077,-2.697610,-2.526870,-2.326228,-2.176210,-1.956988,-1.808878,-1.652111,-1.476945,-1.343193,-1.170440,-1.038106,-0.915892,-0.772233,-0.666967,-0.540673,-0.412798,-0.322723,-0.200129,-0.095380,0.062845,0.244656,0.329802,0.300162,0.325322,0.335458,0.358994,0.385711,0.405097,0.407064,0.430706,0.486969
37,-0.521580,-0.594759,-0.748346,-0.973729,-1.291915,-1.814505,-2.192693,-2.508679,-2.735826,-3.026751,-3.372377,-3.573204,-3.787679,-3.993503,-4.088750,-4.252534,-4.375428,-4.469777,-4.528193,-4.621163,-4.587980,-4.618454,-4.615020,-4.576952,-4.573628,-4.545052,-4.471209,-4.352156,-4.247895,-4.068529,-3.884225,-3.544338,-3.277500,-3.061956,-2.838096,-2.635619,-2.454001,-2.243119,-2.022647,-1.883282,-1.665741,-1.510060,-1.365393,-1.160850,-1.036143,-0.860185,-0.763149,-0.644553,-0.514652,-0.403326,-0.269387,-0.172788,-0.002406,0.140815,0.257737,0.259520,0.275262,0.335863,0.349750,0.366554,0.406056,0.418315,0.452186,0.488450
38,-0.673950,-0.757562,-0.922440,-1.170302,-1.561874,-2.108673,-2.451935,-2.813531,-3.145572,-3.360101,-3.668124,-3.950241,-4.154379,-4.358663,-4.472005,-4.673918,-4.774911,-4.887978,-4.995427,-5.077146,-5.102994,-5.112964,-5.118801,-5.039533,-5.044251,-4.973471,-4.937437,-4.846118,-4.709508,-4.548024,-4.361711,-4.040088,-3.681454,-3.413664,-3.187508,-2.923298,-2.719131,-2.495527,-2.282927,-2.082079,-1.873321,-1.676037,-1.489395,-1.322524,-1.155646,-1.017370,-0.868158,-0.737789,-0.596557,-0.493603,-0.358025,-0.210320,-0.089145,0.015446,0.154571,0.227648,0.303969,0.314277,0.348296,0.375262,0.414653,0.446753,0.461122,0.507772
39,-0.815297,-0.889156,-1.065037,-1.325145,-1.819707,-2.290586,-2.648705,-3.035019,-3.340866,-3.668060,-3.987377,-4.239894,-4.473465,-4.726495,-4.908467,-5.029124,-5.158964,-5.291436,-5.408379,-5.499136,-5.503643,-5.553029,-5.558545,-5.468294,-5.470689,-5.367539,-5.349561,-5.256367,-5.127727,-4.954189,-4.755580,-4.501380,-4.030533,-3.781673,-3.523960,-3.267039,-3.000368,-2.765150,-2.501633,-2.289578,-2.039404,-1.820439,-1.632124,-1.443359,-1.274124,-1.123642,-0.972833,-0.821264,-0.678347,-0.543131,-0.396588,-0.258719,-0.096984,-0.010673,0.140374,0.184167,0.251522,0.321939,0.365436,0.401512,0.440892,0.483006,0.497609,0.554405
