workload,signal_path,region,width,toggle_count,value_change_count,time_steps,last_time_ps,normalized_activity
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.frontend.fq.elts_0_data[31:0],tl_soc_glue,32,20361092,1997756,20606655,10303285500,0.030877603618830907
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.frontend.fq.elts_1_data[31:0],tl_soc_glue,32,19578111,1932881,20606655,10303285500,0.029690212640042745
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.alu.in1_xor_in2[63:0],non_gemmini_context,64,18889755,2294890,20606655,10303285500,0.014323160254539129
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.data.rockettile_dcache_data_arrays_0.RW0_rdata[511:0],tl_soc_glue,512,18859010,218702,20606655,10303285500,0.0017874809815688183
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.data.rockettile_dcache_data_arrays_1.RW0_rdata[511:0],tl_soc_glue,512,18820639,213339,20606655,10303285500,0.0017838441293298209
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.alu.io_adder_out[63:0],non_gemmini_context,64,17755977,2290790,20606655,10303285500,0.013463472874418483
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.s0_req_addr[39:0],tl_soc_glue,40,17361365,2297568,20606655,10303285500,0.0210628132028221
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.io_dmem_req_bits_addr[39:0],non_gemmini_context,40,17344964,2290773,20606655,10303285500,0.02104291550472408
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.dcache.io_cpu_req_bits_addr[39:0],tl_soc_glue,40,17344963,2290773,20606655,10303285500,0.021042914291523784
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.alu.io_out[63:0],non_gemmini_context,64,16255970,2273552,20606655,10303285500,0.012326092286690878
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.mem_reg_wdata[63:0],non_gemmini_context,64,16244365,2272548,20606655,10303285500,0.012317292793274794
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.csr.wdata[63:0],non_gemmini_context,64,16152089,2259857,20606655,10303285500,0.012247324499051398
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.io_rocc_cmd_bits_rs1[63:0],tl_soc_glue,64,16152015,2259853,20606655,10303285500,0.012247268388537586
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.alu.out[63:0],non_gemmini_context,64,16129579,2273553,20606655,10303285500,0.012230256287349887
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.rf_ext.R1_data[63:0],non_gemmini_context,64,16074495,2043272,20606655,10303285500,0.01218848883406841
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.id_rs_0[63:0],non_gemmini_context,64,16068663,2038853,20606655,10303285500,0.012184066718979864
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.bpu.io_ea[38:0],non_gemmini_context,39,15820055,2272395,20606655,10303285500,0.019685020974895533
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.io_imem_sfence_bits_addr[38:0],non_gemmini_context,39,15731496,2259730,20606655,10303285500,0.019574826302846935
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.ex_rs1shl[66:0],non_gemmini_context,67,15714963,2009307,20606655,10303285500,0.01138232704760497
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.alu.io_in1[63:0],non_gemmini_context,64,15709016,1991618,20606655,10303285500,0.01191136431410144
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.tile_prci_domain.element_reset_domain_rockettile.core.coreMonitorBundle_rd0val_REG_1[63:0],non_gemmini_context,64,15708218,1991536,20606655,10303285500,0.011910759230452492
